Zeit;Kanal A
(ms);(mV)

-20,63999916;-0,46598175
-20,63499916;-1,39948320
-20,62999916;-0,46598175
-20,62499916;-0,46598175
-20,61999916;-0,93196350
-20,61499916;-0,46598175
-20,60999916;-1,39948320
-20,60499916;0,00000000
-20,59999916;-0,93196350
-20,59499916;-1,39948320
-20,58999916;-1,39948320
-20,58499916;-2,33298445
-20,57999916;-1,86546493
-20,57499916;-2,79896641
-20,56999916;-3,26648593
-20,56499916;-3,26648593
-20,55999916;-3,73246789
-20,55499916;-4,66596889
-20,54999916;-3,73246789
-20,54499916;-4,66596889
-20,53999916;-5,59947062
-20,53499916;-4,66596889
-20,52999916;-6,06699038
-20,52499916;-5,59947062
-20,51999917;-5,13348866
-20,51499917;-6,06699038
-20,50999917;-5,13348866
-20,50499917;-5,13348866
-20,49999917;-6,06699038
-20,49499917;-6,06699038
-20,48999917;-3,26648593
-20,48499917;-6,53297186
-20,47999917;-6,53297186
-20,47499917;-5,59947062
-20,46999917;-6,53297186
-20,46499917;-6,06699038
-20,45999917;-6,53297186
-20,45499917;-5,59947062
-20,44999917;-7,00049162
-20,44499917;-6,53297186
-20,43999917;-6,06699038
-20,43499917;-6,53297186
-20,42999917;-6,53297186
-20,42499917;-5,59947062
-20,41999917;-5,59947062
-20,41499917;-5,13348866
-20,40999917;-3,73246789
-20,40499917;-5,13348866
-20,39999917;-6,06699038
-20,39499917;-6,06699038
-20,38999917;-6,53297186
-20,38499917;-7,00049162
-20,37999917;-6,53297186
-20,37499917;-7,46647358
-20,36999917;-6,06699038
-20,36499917;-8,39997482
-20,35999917;-7,46647358
-20,35499917;-8,39997482
-20,34999917;-7,93399334
-20,34499917;-7,93399334
-20,33999917;-7,46647358
-20,33499917;-6,53297186
-20,32999917;-5,59947062
-20,32499917;-3,73246789
-20,31999917;-2,79896641
-20,31499917;-1,86546493
-20,30999917;0,93196350
-20,30499917;1,86546493
-20,29999917;3,26648593
-20,29499917;4,19998741
-20,28999917;4,66596889
-20,28499917;6,06699038
-20,27999917;6,53297186
-20,27499917;5,59947062
-20,26999917;5,59947062
-20,26499917;4,19998741
-20,25999917;3,73246789
-20,25499917;2,79896641
-20,24999917;1,86546493
-20,24499917;0,93196350
-20,23999917;0,93196350
-20,23499917;0,00000000
-20,22999917;-1,39948320
-20,22499917;-1,39948320
-20,21999917;-1,39948320
-20,21499917;-1,39948320
-20,20999917;-1,86546493
-20,20499917;-2,33298445
-20,19999917;-2,33298445
-20,19499917;-1,86546493
-20,18999917;-1,39948320
-20,18499917;-1,86546493
-20,17999917;-2,33298445
-20,17499917;-1,39948320
-20,16999917;-1,39948320
-20,16499917;-2,33298445
-20,15999917;-2,79896641
-20,15499917;-2,33298445
-20,14999917;-1,86546493
-20,14499917;-3,73246789
-20,13999917;-1,86546493
-20,13499917;-2,79896641
-20,12999917;-2,33298445
-20,12499918;-1,86546493
-20,11999918;-1,39948320
-20,11499918;-1,39948320
-20,10999918;-1,86546493
-20,10499918;-2,33298445
-20,09999918;-2,33298445
-20,09499918;-1,86546493
-20,08999918;-1,86546493
-20,08499918;-2,79896641
-20,07999918;-3,26648593
-20,07499918;-3,26648593
-20,06999918;-1,39948320
-20,06499918;-3,26648593
-20,05999918;-2,79896641
-20,05499918;-2,33298445
-20,04999918;-2,33298445
-20,04499918;-2,33298445
-20,03999918;-1,86546493
-20,03499918;0,00000000
-20,02999918;1,86546493
-20,02499918;0,46598175
-20,01999918;1,86546493
-20,01499918;1,86546493
-20,00999918;2,33298445
-20,00499918;2,79896641
-19,99999918;3,26648593
-19,99499918;3,26648593
-19,98999918;2,79896641
-19,98499918;2,79896641
-19,97999918;2,79896641
-19,97499918;3,26648593
-19,96999918;3,26648593
-19,96499918;2,79896641
-19,95999918;2,79896641
-19,95499918;2,33298445
-19,94999918;1,39948320
-19,94499918;1,39948320
-19,93999918;1,86546493
-19,93499918;0,93196350
-19,92999918;2,33298445
-19,92499918;0,93196350
-19,91999918;0,93196350
-19,91499918;0,00000000
-19,90999918;0,93196350
-19,90499918;0,46598175
-19,89999918;0,93196350
-19,89499918;0,00000000
-19,88999918;0,46598175
-19,88499918;0,46598175
-19,87999918;0,00000000
